year,quarter,region,market_final,channel,viewability_percentage,unsafe_percentage,total_fraud_precentage
2020,Q1,APAC,Thailand,Display,50.00%,8.10%,1.50%
2020,Q1,APAC,Thailand,Mobile in app,59.00%,3.60%,1.30%
2020,Q1,APAC,Thailand,Video,64.00%,11.30%,0.70%
2020,Q1,APAC,Vietnam,Display,55.00%,8.10%,2.10%
2020,Q1,APAC,Vietnam,Mobile in app,67.00%,3.60%,1.50%
2020,Q1,APAC,Vietnam,Video,69.00%,11.30%,0.60%
2020,Q1,Eastern Europe,Bulgaria,Display,58.00%,6.20%,4.60%
2020,Q1,Eastern Europe,Bulgaria,Mobile in app,64.00%,2.40%,14.50%
2020,Q1,Eastern Europe,Bulgaria,Video,52.00%,10.70%,4.80%
2020,Q1,Eastern Europe,Czech Republic,Display,48.00%,6.20%,2.20%
2020,Q1,Eastern Europe,Czech Republic,Mobile in app,62.00%,2.40%,5.20%
2020,Q1,Eastern Europe,Czech Republic,Video,73.00%,10.70%,0.80%
2020,Q1,Eastern Europe,Greece,Display,55.00%,6.20%,2.20%
2020,Q1,Eastern Europe,Greece,Mobile in app,70.00%,2.40%,1.40%
2020,Q1,Eastern Europe,Greece,Video,73.00%,10.70%,1.50%
2020,Q1,Eastern Europe,Hungary,Display,56.00%,6.20%,2.30%
2020,Q1,Eastern Europe,Hungary,Mobile in app,61.00%,2.40%,1.30%
2020,Q1,Eastern Europe,Hungary,Video,72.00%,10.70%,1.30%
2020,Q1,Eastern Europe,Poland,Display,60.00%,6.20%,1.50%
2020,Q1,Eastern Europe,Poland,Mobile in app,58.00%,2.40%,1.20%
2020,Q1,Eastern Europe,Poland,Video,82.00%,10.70%,1.50%
2020,Q1,Eastern Europe,Romania,Display,51.00%,6.20%,1.60%
2020,Q1,Eastern Europe,Romania,Mobile in app,66.00%,2.40%,0.90%
2020,Q1,Eastern Europe,Romania,Video,68.00%,10.70%,1.00%
2020,Q1,Eastern Europe,Russia,Display,60.00%,3.60%,2.30%
2020,Q1,Eastern Europe,Russia,Mobile in app,69.00%,1.60%,0.90%
2020,Q1,Eastern Europe,Russia,Video,78.00%,19.80%,13.50%
2020,Q1,Eastern Europe,Ukraine,Display,50.00%,6.20%,4.00%
2020,Q1,Eastern Europe,Ukraine,Mobile in app,63.00%,2.40%,3.80%
2020,Q1,Eastern Europe,Ukraine,Video,85.00%,10.70%,2.40%
2020,Q1,LATAM,Argentina,Display,58.00%,11.60%,2.30%
2020,Q1,LATAM,Argentina,Mobile in app,67.00%,3.60%,1.00%
2020,Q1,LATAM,Argentina,Video,74.00%,10.90%,1.90%
2020,Q1,LATAM,Brazil,Display,63.00%,6.70%,2.80%
2020,Q1,LATAM,Brazil,Mobile in app,62.00%,2.20%,1.40%
2020,Q1,LATAM,Brazil,Video,68.00%,6.60%,1.40%
2020,Q1,LATAM,Chile,Display,61.00%,11.60%,3.50%
2020,Q1,LATAM,Chile,Mobile in app,72.00%,3.60%,1.30%
2020,Q1,LATAM,Chile,Video,76.00%,10.90%,2.70%
2020,Q1,LATAM,Colombia,Display,58.00%,11.60%,5.80%
2020,Q1,LATAM,Colombia,Mobile in app,65.00%,3.60%,1.90%
2020,Q1,LATAM,Colombia,Video,78.00%,10.90%,0.70%
2020,Q1,LATAM,Dominican Republic,Display,51.00%,11.60%,1.80%
2020,Q1,LATAM,Dominican Republic,Mobile in app,55.00%,3.60%,1.70%
2020,Q1,LATAM,Dominican Republic,Video,71.00%,10.90%,0.80%
2020,Q1,LATAM,Mexico,Display,59.00%,12.10%,2.10%
2020,Q1,LATAM,Mexico,Mobile in app,60.00%,8.00%,1.70%
2020,Q1,LATAM,Mexico,Video,72.00%,9.90%,0.80%
2020,Q1,LATAM,Peru,Display,57.00%,11.60%,1.70%
2020,Q1,LATAM,Peru,Mobile in app,59.00%,3.60%,4.30%
2020,Q1,LATAM,Peru,Video,71.00%,10.90%,0.80%
2020,Q1,LATAM,Puerto Rico,Display,56.00%,11.60%,3.40%
2020,Q1,LATAM,Puerto Rico,Mobile in app,66.00%,3.60%,4.40%
2020,Q1,LATAM,Puerto Rico,Video,61.00%,10.90%,0.70%
2020,Q1,Middle East,Afghanistan,Display,52.00%,6.80%,5.10%
2020,Q1,Middle East,Afghanistan,Mobile in app,63.00%,2.80%,1.30%
2020,Q1,Middle East,Afghanistan,Video,51.00%,9.30%,14.60%
2020,Q1,Middle East,Egypt,Display,57.00%,6.80%,4.50%
2020,Q1,Middle East,Egypt,Mobile in app,66.00%,2.80%,7.10%
2020,Q1,Middle East,Egypt,Video,67.00%,9.30%,1.20%
2020,Q1,Middle East,Jordan,Display,56.00%,6.80%,2.60%
2020,Q1,Middle East,Jordan,Mobile in app,63.00%,2.80%,2.60%
2020,Q1,Middle East,Jordan,Video,72.00%,9.30%,0.40%
2020,Q1,Middle East,Israel,Display,55.00%,6.80%,2.70%
2020,Q1,Middle East,Israel,Mobile in app,65.00%,2.80%,1.60%
2020,Q1,Middle East,Israel,Video,64.00%,9.30%,0.60%
2020,Q1,Middle East,Kuwait,Display,50.00%,6.80%,3.50%
2020,Q1,Middle East,Kuwait,Mobile in app,57.00%,2.80%,1.00%
2020,Q1,Middle East,Kuwait,Video,72.00%,9.30%,1.70%
2020,Q1,Middle East,Lebanon,Display,54.00%,6.80%,2.90%
2020,Q1,Middle East,Lebanon,Mobile in app,67.00%,2.80%,1.30%
2020,Q1,Middle East,Lebanon,Video,60.00%,9.30%,0.60%
2020,Q1,Middle East,Saudi Arabia,Display,57.00%,6.80%,2.50%
2020,Q1,Middle East,Saudi Arabia,Mobile in app,47.00%,2.80%,2.00%
2020,Q1,Middle East,Saudi Arabia,Video,61.00%,9.30%,1.30%
2020,Q1,Middle East,Turkey,Display,56.00%,6.80%,2.60%
2020,Q1,Middle East,Turkey,Mobile in app,65.00%,2.80%,2.80%
2020,Q1,Middle East,Turkey,Video,81.00%,9.30%,1.30%
2020,Q1,Middle East,United Arab Emirates,Display,53.00%,6.80%,4.00%
2020,Q1,Middle East,United Arab Emirates,Mobile in app,56.00%,2.80%,4.00%
2020,Q1,Middle East,United Arab Emirates,Video,59.00%,9.30%,2.40%
2020,Q1,NA,Canada,Display,58.00%,6.70%,3.50%
2020,Q1,NA,Canada,Mobile in app,58.00%,3.40%,1.80%
2020,Q1,NA,Canada,Video,74.00%,7.70%,1.50%
2020,Q1,NA,US,Display,57.00%,4.50%,3.60%
2020,Q1,NA,US,Mobile in app,67.00%,2.80%,2.40%
2020,Q1,NA,US,Video,64.00%,6.40%,2.00%
2020,Q1,Western Europe,Austria,Display,64.00%,4.30%,2.30%
2020,Q1,Western Europe,Austria,Mobile in app,61.00%,2.70%,1.90%
2020,Q1,Western Europe,Austria,Video,67.00%,8.00%,1.30%
2020,Q1,Western Europe,Belgium,Display,56.00%,4.30%,3.50%
2020,Q1,Western Europe,Belgium,Mobile in app,62.00%,2.70%,2.60%
2020,Q1,Western Europe,Belgium,Video,67.00%,8.00%,1.20%
2020,Q1,Western Europe,Denmark,Display,61.00%,4.30%,3.50%
2020,Q1,Western Europe,Denmark,Mobile in app,50.00%,2.70%,4.80%
2020,Q1,Western Europe,Denmark,Video,67.00%,8.00%,3.00%
2020,Q1,Western Europe,Finland,Display,55.00%,4.30%,7.10%
2020,Q1,Western Europe,Finland,Mobile in app,50.00%,2.70%,7.40%
2020,Q1,Western Europe,Finland,Video,70.00%,8.00%,3.60%
2020,Q1,Western Europe,France,Display,53.00%,4.50%,4.00%
2020,Q1,Western Europe,France,Mobile in app,54.00%,1.60%,3.70%
2020,Q1,Western Europe,France,Video,71.00%,6.90%,3.60%
2020,Q1,Western Europe,Germany,Display,59.00%,2.60%,2.70%
2020,Q1,Western Europe,Germany,Mobile in app,64.00%,5.40%,1.40%
2020,Q1,Western Europe,Germany,Video,75.00%,5.20%,1.80%
2020,Q1,Western Europe,Ireland,Display,59.00%,4.30%,4.60%
2020,Q1,Western Europe,Ireland,Mobile in app,48.00%,2.70%,10.90%
2020,Q1,Western Europe,Ireland,Video,58.00%,8.00%,2.90%
2020,Q1,Western Europe,Italy,Display,48.00%,5.30%,2.20%
2020,Q1,Western Europe,Italy,Mobile in app,64.00%,1.60%,0.90%
2020,Q1,Western Europe,Italy,Video,81.00%,8.10%,0.60%
2020,Q1,Western Europe,Netherlands,Display,56.00%,5.50%,4.40%
2020,Q1,Western Europe,Netherlands,Mobile in app,47.00%,0.80%,4.00%
2020,Q1,Western Europe,Netherlands,Video,61.00%,5.60%,3.30%
2020,Q1,Western Europe,Norway,Display,57.00%,4.30%,6.10%
2020,Q1,Western Europe,Norway,Mobile in app,58.00%,2.70%,4.50%
2020,Q1,Western Europe,Norway,Video,59.00%,8.00%,3.20%
2020,Q1,Western Europe,Portugal,Display,61.00%,4.30%,3.20%
2020,Q1,Western Europe,Portugal,Mobile in app,64.00%,2.70%,1.70%
2020,Q1,Western Europe,Portugal,Video,78.00%,8.00%,0.40%
2020,Q1,Western Europe,Spain,Display,54.00%,3.70%,2.00%
2020,Q1,Western Europe,Spain,Mobile in app,61.00%,1.60%,0.70%
2020,Q1,Western Europe,Spain,Video,78.00%,5.60%,1.20%
2020,Q1,Western Europe,Sweden,Display,58.00%,1.90%,3.00%
2020,Q1,Western Europe,Sweden,Mobile in app,51.00%,0.20%,2.10%
2020,Q1,Western Europe,Sweden,Video,64.00%,4.20%,2.20%
2020,Q1,Western Europe,Switzerland,Display,57.00%,4.30%,3.50%
2020,Q1,Western Europe,Switzerland,Mobile in app,60.00%,2.70%,3.00%
2020,Q1,Western Europe,Switzerland,Video,66.00%,8.00%,3.00%
2020,Q1,Western Europe,UK,Display,57.00%,4.90%,2.20%
2020,Q1,Western Europe,UK,Mobile in app,57.00%,4.10%,1.90%
2020,Q1,Western Europe,UK,Video,71.00%,11.10%,1.60%
2020,Q2,Africa,Morocco,Display,53.00%,3.60%,4.10%
2020,Q2,Africa,Morocco,Mobile in app,57.00%,2.90%,0.70%
2020,Q2,Africa,Morocco,Video,64.00%,5.10%,1.40%
2020,Q2,Africa,Nigeria,Display,51.00%,3.60%,3.80%
2020,Q2,Africa,Nigeria,Mobile in app,65.00%,2.90%,3.20%
2020,Q2,Africa,Nigeria,Video,53.00%,5.10%,3.20%
2020,Q2,Africa,South Africa,Display,58.00%,3.60%,2.80%
2020,Q2,Africa,South Africa,Mobile in app,74.00%,2.90%,4.10%
2020,Q2,Africa,South Africa,Video,60.00%,5.10%,2.10%
2020,Q2,APAC,Australia,Display,62.00%,6.90%,2.50%
2020,Q2,APAC,Australia,Mobile in app,63.00%,5.50%,1.00%
2020,Q2,APAC,Australia,Video,63.00%,19.90%,1.60%
2020,Q2,APAC,China,Display,47.00%,10.70%,10.40%
2020,Q2,APAC,China,Mobile in app,70.00%,3.60%,3.60%
2020,Q2,APAC,China,Video,68.00%,9.70%,4.70%
2020,Q2,APAC,Hong Kong,Display,57.00%,9.50%,3.30%
2020,Q2,APAC,Hong Kong,Mobile in app,59.00%,7.50%,1.70%
2020,Q2,APAC,Hong Kong,Video,69.00%,10.80%,4.60%
2020,Q2,APAC,India,Display,59.00%,11.60%,3.60%
2020,Q2,APAC,India,Mobile in app,63.00%,1.70%,0.80%
2020,Q2,APAC,India,Video,70.00%,8.50%,4.40%
2020,Q2,APAC,Indonesia,Display,57.00%,4.60%,3.40%
2020,Q2,APAC,Indonesia,Mobile in app,61.00%,2.40%,0.90%
2020,Q2,APAC,Indonesia,Video,61.00%,12.50%,2.70%
2020,Q2,APAC,Japan,Display,51.00%,4.20%,2.10%
2020,Q2,APAC,Japan,Mobile in app,56.00%,2.90%,8.30%
2020,Q2,APAC,Japan,Video,75.00%,5.00%,1.90%
2020,Q2,APAC,Malaysia,Display,60.00%,10.00%,1.30%
2020,Q2,APAC,Malaysia,Mobile in app,68.00%,4.10%,0.90%
2020,Q2,APAC,Malaysia,Video,62.00%,11.00%,1.70%
2020,Q2,APAC,New Zealand,Display,59.00%,9.90%,2.40%
2020,Q2,APAC,New Zealand,Mobile in app,57.00%,5.80%,0.60%
2020,Q2,APAC,New Zealand,Video,63.00%,11.80%,1.50%
2020,Q2,APAC,Pakistan,Display,54.00%,10.00%,3.70%
2020,Q2,APAC,Pakistan,Mobile in app,75.00%,4.10%,0.90%
2020,Q2,APAC,Pakistan,Video,60.00%,11.00%,1.70%
2020,Q2,APAC,Philippines,Display,58.00%,19.00%,1.60%
2020,Q2,APAC,Philippines,Mobile in app,70.00%,1.00%,0.80%
2020,Q2,APAC,Philippines,Video,62.00%,6.50%,2.40%
2020,Q2,APAC,Singapore,Display,58.00%,11.80%,3.70%
2020,Q2,APAC,Singapore,Mobile in app,69.00%,3.40%,2.20%
2020,Q2,APAC,Singapore,Video,68.00%,10.80%,2.20%
2020,Q2,APAC,South Korea,Display,58.00%,10.00%,3.50%
2020,Q2,APAC,South Korea,Mobile in app,70.00%,4.10%,2.00%
2020,Q2,APAC,South Korea,Video,60.00%,11.00%,3.80%
2020,Q2,APAC,Taiwan,Display,55.00%,10.00%,2.60%
2020,Q2,APAC,Taiwan,Mobile in app,76.00%,4.10%,0.70%
2020,Q2,APAC,Taiwan,Video,66.00%,11.00%,7.00%
2020,Q2,APAC,Thailand,Display,56.00%,10.00%,1.70%
2020,Q2,APAC,Thailand,Mobile in app,66.00%,4.10%,1.70%
2020,Q2,APAC,Thailand,Video,63.00%,11.00%,2.70%
2020,Q2,APAC,Vietnam,Display,56.00%,10.00%,3.30%
2020,Q2,APAC,Vietnam,Mobile in app,68.00%,4.10%,0.40%
2020,Q2,APAC,Vietnam,Video,63.00%,11.00%,3.60%
2020,Q2,Eastern Europe,Bulgaria,Display,56.00%,8.30%,8.10%
2020,Q2,Eastern Europe,Bulgaria,Mobile in app,64.00%,6.80%,10.20%
2020,Q2,Eastern Europe,Bulgaria,Video,56.00%,9.70%,3.90%
2020,Q2,Eastern Europe,Czech Republic,Display,55.00%,8.30%,2.90%
2020,Q2,Eastern Europe,Czech Republic,Mobile in app,64.00%,6.80%,7.60%
2020,Q2,Eastern Europe,Czech Republic,Video,63.00%,9.70%,4.70%
2020,Q2,Eastern Europe,Greece,Display,58.00%,8.30%,2.50%
2020,Q2,Eastern Europe,Greece,Mobile in app,75.00%,6.80%,1.10%
2020,Q2,Eastern Europe,Greece,Video,76.00%,9.70%,2.10%
2020,Q2,Eastern Europe,Hungary,Display,53.00%,8.30%,2.90%
2020,Q2,Eastern Europe,Hungary,Mobile in app,50.00%,6.80%,1.70%
2020,Q2,Eastern Europe,Hungary,Video,69.00%,9.70%,2.20%
2020,Q2,Eastern Europe,Poland,Display,59.00%,8.30%,2.30%
2020,Q2,Eastern Europe,Poland,Mobile in app,51.00%,6.80%,1.10%
2020,Q2,Eastern Europe,Poland,Video,76.00%,9.70%,2.00%
2020,Q2,Eastern Europe,Romania,Display,51.00%,8.30%,1.70%
2020,Q2,Eastern Europe,Romania,Mobile in app,61.00%,6.80%,2.10%
2020,Q2,Eastern Europe,Romania,Video,65.00%,9.70%,3.30%
2020,Q2,Eastern Europe,Russia,Display,58.00%,4.30%,3.50%
2020,Q2,Eastern Europe,Russia,Mobile in app,73.00%,0.80%,0.80%
2020,Q2,Eastern Europe,Russia,Video,71.00%,5.60%,3.40%
2020,Q2,Eastern Europe,Ukraine,Display,56.00%,8.30%,5.00%
2020,Q2,Eastern Europe,Ukraine,Mobile in app,66.00%,6.80%,1.10%
2020,Q2,Eastern Europe,Ukraine,Video,65.00%,9.70%,10.60%
2020,Q2,LATAM,Argentina,Display,61.00%,10.80%,2.00%
2020,Q2,LATAM,Argentina,Mobile in app,75.00%,3.30%,1.30%
2020,Q2,LATAM,Argentina,Video,78.00%,13.70%,1.90%
2020,Q2,LATAM,Brazil,Display,68.00%,12.30%,3.50%
2020,Q2,LATAM,Brazil,Mobile in app,65.00%,3.40%,0.80%
2020,Q2,LATAM,Brazil,Video,78.00%,11.10%,1.30%
2020,Q2,LATAM,Chile,Display,66.00%,10.80%,2.90%
2020,Q2,LATAM,Chile,Mobile in app,73.00%,3.30%,1.30%
2020,Q2,LATAM,Chile,Video,72.00%,13.70%,2.10%
2020,Q2,LATAM,Colombia,Display,63.00%,10.80%,1.80%
2020,Q2,LATAM,Colombia,Mobile in app,69.00%,3.30%,0.80%
2020,Q2,LATAM,Colombia,Video,77.00%,13.70%,1.70%
2020,Q2,LATAM,Dominican Republic,Display,55.00%,10.80%,1.40%
2020,Q2,LATAM,Dominican Republic,Mobile in app,72.00%,3.30%,0.60%
2020,Q2,LATAM,Dominican Republic,Video,72.00%,13.70%,1.30%
2020,Q2,LATAM,Mexico,Display,63.00%,9.20%,2.70%
2020,Q2,LATAM,Mexico,Mobile in app,61.00%,5.50%,1.90%
2020,Q2,LATAM,Mexico,Video,71.00%,8.40%,1.30%
2020,Q2,LATAM,Peru,Display,61.00%,10.80%,1.60%
2020,Q2,LATAM,Peru,Mobile in app,63.00%,3.30%,3.50%
2020,Q2,LATAM,Peru,Video,69.00%,13.70%,1.80%
2020,Q2,LATAM,Puerto Rico,Display,56.00%,10.80%,2.00%
2020,Q2,LATAM,Puerto Rico,Mobile in app,77.00%,3.30%,1.10%
2020,Q2,LATAM,Puerto Rico,Video,63.00%,13.70%,0.80%
2020,Q2,Middle East,Afghanistan,Display,52.00%,5.60%,3.30%
2020,Q2,Middle East,Afghanistan,Mobile in app,69.00%,2.20%,1.00%
2020,Q2,Middle East,Afghanistan,Video,56.00%,13.40%,2.20%
2020,Q2,Middle East,Egypt,Display,57.00%,5.60%,3.00%
2020,Q2,Middle East,Egypt,Mobile in app,68.00%,2.20%,2.00%
2020,Q2,Middle East,Egypt,Video,65.00%,13.40%,1.80%
2020,Q2,Middle East,Jordan,Display,60.00%,5.60%,2.00%
2020,Q2,Middle East,Jordan,Mobile in app,52.00%,2.20%,1.30%
2020,Q2,Middle East,Jordan,Video,54.00%,13.40%,1.30%
2020,Q2,Middle East,Israel,Display,59.00%,5.60%,3.50%
2020,Q2,Middle East,Israel,Mobile in app,70.00%,2.20%,1.10%
2020,Q2,Middle East,Israel,Video,63.00%,13.40%,2.70%
2020,Q2,Middle East,Kuwait,Display,51.00%,5.60%,2.40%
2020,Q2,Middle East,Kuwait,Mobile in app,57.00%,2.20%,0.80%
2020,Q2,Middle East,Kuwait,Video,67.00%,13.40%,2.10%
2020,Q2,Middle East,Lebanon,Display,61.00%,5.60%,2.30%
2020,Q2,Middle East,Lebanon,Mobile in app,65.00%,2.20%,0.80%
2020,Q2,Middle East,Lebanon,Video,65.00%,13.40%,1.30%
2020,Q2,Middle East,Saudi Arabia,Display,61.00%,5.60%,2.40%
2020,Q2,Middle East,Saudi Arabia,Mobile in app,47.00%,2.20%,2.20%
2020,Q2,Middle East,Saudi Arabia,Video,63.00%,13.40%,2.50%
2020,Q2,Middle East,Turkey,Display,60.00%,5.60%,3.00%
2020,Q2,Middle East,Turkey,Mobile in app,65.00%,2.20%,1.20%
2020,Q2,Middle East,Turkey,Video,84.00%,13.40%,2.90%
2020,Q2,Middle East,United Arab Emirates,Display,58.00%,5.60%,2.90%
2020,Q2,Middle East,United Arab Emirates,Mobile in app,56.00%,2.20%,5.10%
2020,Q2,Middle East,United Arab Emirates,Video,60.00%,13.40%,4.50%
2020,Q2,NA,Canada,Display,60.00%,6.20%,3.60%
2020,Q2,NA,Canada,Mobile in app,60.00%,3.90%,2.00%
2020,Q2,NA,Canada,Video,69.00%,8.20%,2.10%
2020,Q2,NA,US,Display,59.00%,5.70%,3.70%
2020,Q2,NA,US,Mobile in app,68.00%,2.70%,1.80%
2020,Q2,NA,US,Video,66.00%,6.70%,3.90%
2020,Q2,Western Europe,Austria,Display,66.00%,4.30%,3.20%
2020,Q2,Western Europe,Austria,Mobile in app,61.00%,5.20%,2.10%
2020,Q2,Western Europe,Austria,Video,61.00%,8.30%,1.80%
2020,Q2,Western Europe,Belgium,Display,58.00%,4.30%,2.80%
2020,Q2,Western Europe,Belgium,Mobile in app,58.00%,5.20%,0.90%
2020,Q2,Western Europe,Belgium,Video,67.00%,8.30%,3.10%
2020,Q2,Western Europe,Denmark,Display,63.00%,4.30%,3.60%
2020,Q2,Western Europe,Denmark,Mobile in app,47.00%,5.20%,7.70%
2020,Q2,Western Europe,Denmark,Video,64.00%,8.30%,5.90%
2020,Q2,Western Europe,Finland,Display,58.00%,4.30%,6.50%
2020,Q2,Western Europe,Finland,Mobile in app,50.00%,5.20%,4.50%
2020,Q2,Western Europe,Finland,Video,63.00%,8.30%,4.80%
2020,Q2,Western Europe,France,Display,56.00%,4.00%,4.40%
2020,Q2,Western Europe,France,Mobile in app,56.00%,0.60%,3.80%
2020,Q2,Western Europe,France,Video,67.00%,7.20%,3.90%
2020,Q2,Western Europe,Germany,Display,59.00%,2.80%,2.90%
2020,Q2,Western Europe,Germany,Mobile in app,65.00%,2.60%,1.60%
2020,Q2,Western Europe,Germany,Video,70.00%,6.10%,2.70%
2020,Q2,Western Europe,Ireland,Display,64.00%,4.30%,4.80%
2020,Q2,Western Europe,Ireland,Mobile in app,47.00%,5.20%,5.50%
2020,Q2,Western Europe,Ireland,Video,64.00%,8.30%,5.10%
2020,Q2,Western Europe,Italy,Display,56.00%,3.60%,2.10%
2020,Q2,Western Europe,Italy,Mobile in app,58.00%,7.60%,1.30%
2020,Q2,Western Europe,Italy,Video,76.00%,14.70%,2.50%
2020,Q2,Western Europe,Netherlands,Display,58.00%,4.40%,5.40%
2020,Q2,Western Europe,Netherlands,Mobile in app,52.00%,1.10%,4.50%
2020,Q2,Western Europe,Netherlands,Video,70.00%,5.80%,4.70%
2020,Q2,Western Europe,Norway,Display,59.00%,4.30%,4.60%
2020,Q2,Western Europe,Norway,Mobile in app,58.00%,5.20%,1.40%
2020,Q2,Western Europe,Norway,Video,57.00%,8.30%,2.70%
2020,Q2,Western Europe,Portugal,Display,62.00%,4.30%,2.90%
2020,Q2,Western Europe,Portugal,Mobile in app,68.00%,5.20%,3.80%
2020,Q2,Western Europe,Portugal,Video,67.00%,8.30%,4.60%
2020,Q2,Western Europe,Spain,Display,60.00%,4.40%,1.90%
2020,Q2,Western Europe,Spain,Mobile in app,63.00%,6.40%,0.80%
2020,Q2,Western Europe,Spain,Video,80.00%,6.20%,2.30%
2020,Q2,Western Europe,Sweden,Display,61.00%,1.40%,2.80%
2020,Q2,Western Europe,Sweden,Mobile in app,50.00%,0.20%,1.30%
2020,Q2,Western Europe,Sweden,Video,63.00%,1.60%,3.00%
2020,Q2,Western Europe,Switzerland,Display,61.00%,4.30%,4.00%
2020,Q2,Western Europe,Switzerland,Mobile in app,57.00%,5.20%,1.70%
2020,Q2,Western Europe,Switzerland,Video,69.00%,8.30%,3.20%
2020,Q2,Western Europe,UK,Display,61.00%,8.20%,2.60%
2020,Q2,Western Europe,UK,Mobile in app,63.00%,4.30%,1.80%
2020,Q2,Western Europe,UK,Video,67.00%,21.90%,2.00%
2020,Q3,Africa,Morocco,Display,51.00%,3.60%,3.10%
2020,Q3,Africa,Morocco,Mobile in app,60.00%,2.60%,0.40%
2020,Q3,Africa,Morocco,Video,82.00%,8.00%,1.30%
2020,Q3,Africa,Nigeria,Display,52.00%,3.60%,7.20%
2020,Q3,Africa,Nigeria,Mobile in app,62.00%,2.60%,1.00%
2020,Q3,Africa,Nigeria,Video,68.00%,8.00%,1.50%
2020,Q3,Africa,South Africa,Display,60.00%,3.60%,3.40%
2020,Q3,Africa,South Africa,Mobile in app,70.00%,2.60%,1.20%
2020,Q3,Africa,South Africa,Video,70.00%,8.00%,2.00%
2020,Q3,APAC,Australia,Display,64.00%,5.50%,2.70%
2020,Q3,APAC,Australia,Mobile in app,53.00%,2.00%,0.60%
2020,Q3,APAC,Australia,Video,68.00%,10.20%,1.20%
2020,Q3,APAC,China,Display,53.00%,6.80%,17.40%
2020,Q3,APAC,China,Mobile in app,60.00%,2.40%,9.00%
2020,Q3,APAC,China,Video,71.00%,14.00%,11.60%
2020,Q3,APAC,Hong Kong,Display,57.00%,12.40%,3.60%
2020,Q3,APAC,Hong Kong,Mobile in app,61.00%,1.50%,1.40%
2020,Q3,APAC,Hong Kong,Video,68.00%,9.80%,3.10%
2020,Q3,APAC,India,Display,58.00%,9.50%,3.10%
2020,Q3,APAC,India,Mobile in app,60.00%,3.30%,1.70%
2020,Q3,APAC,India,Video,77.00%,18.10%,3.40%
2020,Q3,APAC,Indonesia,Display,59.00%,3.80%,2.10%
2020,Q3,APAC,Indonesia,Mobile in app,59.00%,3.10%,0.60%
2020,Q3,APAC,Indonesia,Video,61.00%,3.10%,3.60%
2020,Q3,APAC,Japan,Display,52.00%,4.20%,2.10%
2020,Q3,APAC,Japan,Mobile in app,51.00%,1.80%,3.70%
2020,Q3,APAC,Japan,Video,79.00%,7.60%,1.50%
2020,Q3,APAC,Malaysia,Display,61.00%,9.00%,1.90%
2020,Q3,APAC,Malaysia,Mobile in app,75.00%,2.60%,0.30%
2020,Q3,APAC,Malaysia,Video,75.00%,9.60%,0.70%
2020,Q3,APAC,New Zealand,Display,59.00%,10.10%,2.80%
2020,Q3,APAC,New Zealand,Mobile in app,56.00%,3.20%,0.40%
2020,Q3,APAC,New Zealand,Video,62.00%,12.40%,0.50%
2020,Q3,APAC,Pakistan,Display,60.00%,9.00%,3.80%
2020,Q3,APAC,Pakistan,Mobile in app,63.00%,2.60%,0.90%
2020,Q3,APAC,Pakistan,Video,71.00%,9.60%,8.00%
2020,Q3,APAC,Philippines,Display,55.00%,9.70%,1.20%
2020,Q3,APAC,Philippines,Mobile in app,57.00%,3.60%,0.20%
2020,Q3,APAC,Philippines,Video,67.00%,9.10%,5.60%
2020,Q3,APAC,Singapore,Display,59.00%,12.00%,4.10%
2020,Q3,APAC,Singapore,Mobile in app,67.00%,1.90%,1.60%
2020,Q3,APAC,Singapore,Video,69.00%,6.70%,3.30%
2020,Q3,APAC,South Korea,Display,54.00%,9.00%,3.00%
2020,Q3,APAC,South Korea,Mobile in app,61.00%,2.60%,0.80%
2020,Q3,APAC,South Korea,Video,73.00%,9.60%,3.10%
2020,Q3,APAC,Taiwan,Display,56.00%,9.00%,2.00%
2020,Q3,APAC,Taiwan,Mobile in app,67.00%,2.60%,0.60%
2020,Q3,APAC,Taiwan,Video,61.00%,9.60%,0.40%
2020,Q3,APAC,Thailand,Display,59.00%,9.00%,1.50%
2020,Q3,APAC,Thailand,Mobile in app,67.00%,2.60%,1.00%
2020,Q3,APAC,Thailand,Video,70.00%,9.60%,1.50%
2020,Q3,APAC,Vietnam,Display,62.00%,9.00%,1.40%
2020,Q3,APAC,Vietnam,Mobile in app,70.00%,2.60%,0.30%
2020,Q3,APAC,Vietnam,Video,76.00%,9.60%,1.50%
2020,Q3,Eastern Europe,Bulgaria,Display,46.00%,13.50%,3.40%
2020,Q3,Eastern Europe,Bulgaria,Mobile in app,65.00%,6.50%,2.80%
2020,Q3,Eastern Europe,Bulgaria,Video,75.00%,9.70%,7.90%
2020,Q3,Eastern Europe,Czech Republic,Display,55.00%,13.50%,2.80%
2020,Q3,Eastern Europe,Czech Republic,Mobile in app,71.00%,6.50%,2.00%
2020,Q3,Eastern Europe,Czech Republic,Video,89.00%,9.70%,1.40%
2020,Q3,Eastern Europe,Greece,Display,60.00%,13.50%,1.90%
2020,Q3,Eastern Europe,Greece,Mobile in app,75.00%,6.50%,0.80%
2020,Q3,Eastern Europe,Greece,Video,79.00%,9.70%,3.70%
2020,Q3,Eastern Europe,Hungary,Display,56.00%,13.50%,2.40%
2020,Q3,Eastern Europe,Hungary,Mobile in app,62.00%,6.50%,2.60%
2020,Q3,Eastern Europe,Hungary,Video,85.00%,9.70%,1.10%
2020,Q3,Eastern Europe,Poland,Display,64.00%,13.50%,1.40%
